flight_number,operator_icao,departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao,aircraft_type,aircraft_icao,dep_local,arr_local,dep_utc,arr_utc,duration_minutes,distance_nm,days_operated,time_variants,updated
U21753,EJU,Nice,NCE,LFMN,Basel,BSL,LFSB,,,17:00,18:10,15:00,16:10,70,237,24,2,2026-08-27T19:00:12.000Z
U24530,EJU,Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG,,,17:00,18:40,15:00,16:40,100,375,1247,4,2026-09-20T18:00:30.000Z
U21691,EJU,Nice,NCE,LFMN,Naples,NAP,LIRN,,,17:00,18:25,15:00,16:25,85,356,5,1,2026-09-18T18:01:03.000Z
U21743,EJU,Nice,NCE,LFMN,Porto,OPO,LPPR,,,17:20,18:45,15:20,17:45,145,718,13467,5,2026-09-24T08:57:46.000Z
U23474,EZY,Nice,NCE,LFMN,Liverpool,LPL,EGGP,,,17:30,18:50,15:30,17:50,140,704,6,1,2026-09-19T19:59:07.000Z
U28424,EZY,Nice,NCE,LFMN,London Gatwick,LGW,EGKK,,,17:35,18:40,15:35,17:40,125,540,234567,3,2026-09-24T08:57:48.000Z
U21828,EJU,Nice,NCE,LFMN,Bordeaux,BOD,LFBD,,,17:35,19:05,15:35,17:05,90,348,57,2,2026-09-20T19:02:13.000Z
U26658,EZY,Nice,NCE,LFMN,Birmingham,BHX,EGBB,,,17:40,19:00,15:40,18:00,140,638,15,2,2026-09-21T19:59:34.000Z
U21775,EJU,Nice,NCE,LFMN,Manchester,MAN,EGCC,,,17:40,19:00,15:40,18:00,140,692,3,1,2026-08-26T19:59:20.000Z
U24702,EJU,Nice,NCE,LFMN,Nantes,NTE,LFRS,,,17:40,19:20,15:40,17:20,100,427,12345,5,2026-09-23T19:59:19.000Z
U21733,EJU,Nice,NCE,LFMN,Mykonos,JMK,LGMK,,,18:30,22:05,16:30,19:05,155,905,136,3,2026-08-29T20:59:31.000Z
U27576,EJU,Nice,NCE,LFMN,Geneva,GVA,LSGG,,,19:00,20:00,17:00,18:00,60,162,1367,2,2026-09-20T20:00:37.000Z
U21773,EJU,Nice,NCE,LFMN,Manchester,MAN,EGCC,,,19:00,20:20,17:00,19:20,140,692,15,2,2026-09-21T21:01:03.000Z
U21703,EJU,Nice,NCE,LFMN,Ibiza,IBZ,LEIB,,,19:10,20:45,17:10,18:45,95,390,15,2,2026-09-18T20:00:25.000Z
U27456,EJU,Nice,NCE,LFMN,Basel,BSL,LFSB,,,19:15,20:25,17:15,18:25,70,237,47,2,2026-09-24T08:57:49.000Z
U21623,EJU,Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG,,,19:20,21:00,17:20,19:00,100,375,5,1,2026-08-28T21:00:11.000Z
U21600,EJU,Nice,NCE,LFMN,Paris Orly,ORY,LFPO,,,19:20,20:50,17:20,18:50,90,365,7,1,2026-08-30T20:00:01.000Z
U21647,EJU,Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG,,,19:25,21:05,17:25,19:05,100,375,7,1,2026-09-20T20:58:41.000Z
U21637,EJU,Nice,NCE,LFMN,Paris Orly,ORY,LFPO,,,19:30,21:00,17:30,19:00,90,365,12345,2,2026-09-24T08:57:49.000Z
U24317,EJU,Nice,NCE,LFMN,Biarritz,BIQ,LFBZ,,,19:40,21:10,17:40,19:10,90,380,1,1,2026-08-24T22:59:19.000Z
U21683,EJU,Nice,NCE,LFMN,Rome Fiumicino,FCO,LIRF,,,19:50,21:05,17:50,19:05,75,248,3,1,2026-09-23T20:58:59.000Z
U21629,EJU,Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG,,,19:55,21:35,17:55,19:35,100,375,45,2,2026-09-24T08:57:49.000Z
U27954,EJU,Nice,NCE,LFMN,Amsterdam,AMS,EHAM,,,20:05,22:10,18:05,20:10,125,529,1234567,6,2026-09-24T08:57:42.000Z
U21641,EJU,Nice,NCE,LFMN,Bordeaux,BOD,LFBD,,,20:10,21:40,18:10,19:40,90,348,1234567,7,2026-09-24T08:57:49.000Z
U21615,EJU,Nice,NCE,LFMN,Lille,LIL,LFQQ,,,20:15,21:55,18:15,19:55,100,447,123457,5,2026-09-24T08:57:49.000Z
U21356,EZS,Nice,NCE,LFMN,Geneva,GVA,LSGG,,,20:15,21:15,18:15,19:15,60,162,5,1,2026-08-28T21:00:03.000Z
U28422,EZY,Nice,NCE,LFMN,London Gatwick,LGW,EGKK,,,20:20,21:25,18:20,20:25,125,540,136,3,2026-09-23T21:59:43.000Z
U26030,EJU,Nice,NCE,LFMN,Marrakech,RAK,GMMX,,,20:20,21:25,18:20,21:25,185,1021,7,1,2026-09-20T23:01:49.000Z
U25146,EJU,Nice,NCE,LFMN,Berlin Brandenburg,BER,EDDB,,,20:50,22:55,18:50,20:55,125,580,1234567,6,2026-09-24T08:57:44.000Z
U24866,EJU,Nice,NCE,LFMN,Paris Orly,ORY,LFPO,,,21:00,22:30,19:00,20:30,90,365,1234567,7,2026-09-24T08:57:49.000Z
U27612,EJU,Nice,NCE,LFMN,Lisbon,LIS,LPPT,,,21:15,22:55,19:15,21:55,160,793,1234567,6,2026-09-23T12:59:27.000Z
U21836,EJU,Nice,NCE,LFMN,Bordeaux,BOD,LFBD,,,21:20,22:50,19:20,20:50,90,348,5,1,2026-09-18T23:01:34.000Z
U23036,EZY,Nice,NCE,LFMN,Belfast Intl,BFS,EGAA,,,21:25,23:10,19:25,22:10,165,842,246,3,2026-08-30T01:01:13.000Z
U21056,EZS,Nice,NCE,LFMN,Basel,BSL,LFSB,,,21:45,22:55,19:45,20:55,70,237,13567,4,2026-09-21T21:58:50.000Z
U22430,EZY,Nice,NCE,LFMN,London Luton,LTN,EGGW,,,21:50,22:55,19:50,21:55,125,580,346,2,2026-09-23T23:59:06.000Z
U27054,EJU,Nice,NCE,LFMN,Malaga,AGP,LEMG,,,21:55,00:15,19:55,22:15,140,681,37,2,2026-09-23T23:59:06.000Z
U24532,EJU,Nice,NCE,LFMN,Paris Charles de Gaulle,CDG,LFPG,,,21:55,23:35,19:55,21:35,100,375,13457,4,2026-09-23T22:59:16.000Z
U23254,EZY,Nice,NCE,LFMN,Edinburgh,EDI,EGPH,,,21:55,23:35,19:55,22:35,160,842,36,2,2026-09-23T23:59:02.000Z
U21402,EZS,Nice,NCE,LFMN,Geneva,GVA,LSGG,,,21:55,22:55,19:55,20:55,60,162,1234567,4,2026-09-23T21:59:38.000Z
U28428,EZY,Nice,NCE,LFMN,London Gatwick,LGW,EGKK,,,22:50,23:50,20:50,22:50,120,540,123456,4,2026-09-23T23:59:05.000Z
U28450,EZY,Nice,NCE,LFMN,London Gatwick,LGW,EGKK,,,23:00,00:10,21:00,23:10,130,540,7,1,2026-09-21T00:58:46.000Z
U22428,EZY,Nice,NCE,LFMN,London Luton,LTN,EGGW,,,23:00,00:05,21:00,23:05,125,580,127,3,2026-09-23T03:58:56.000Z
U22768,EZY,Nice,NCE,LFMN,Bristol,BRS,EGGD,,,23:05,00:15,21:05,23:15,130,613,1256,4,2026-09-23T01:01:17.000Z
U25617,EZY,Newcastle,NCL,EGNT,Faro,FAO,LPFR,,,05:35,08:50,04:35,07:50,195,1112,247,2,2026-09-24T08:57:47.000Z
U25625,EZY,Newcastle,NCL,EGNT,Nice,NCE,LFMN,,,06:35,09:55,05:35,07:55,140,765,247,3,2026-09-24T08:57:49.000Z
U25613,EZY,Newcastle,NCL,EGNT,Corfu,CFU,LGKR,,,06:45,12:05,05:45,09:05,200,1267,15,2,2026-09-21T11:01:04.000Z
U25605,EZY,Newcastle,NCL,EGNT,Amsterdam,AMS,EHAM,,,07:00,09:15,06:00,07:15,75,282,135,2,2026-09-23T09:00:37.000Z
U25631,EZY,Newcastle,NCL,EGNT,Reus,REU,LERS,,,07:00,10:30,06:00,08:30,150,842,36,2,2026-09-23T10:58:56.000Z
U25639,EZY,Newcastle,NCL,EGNT,Rome Fiumicino,FCO,LIRF,,,07:05,10:55,06:05,08:55,170,966,15,2,2026-09-21T11:01:10.000Z
U25627,EZY,Newcastle,NCL,EGNT,Majorca Palma,PMI,LEPA,,,07:05,10:55,06:05,08:55,170,947,36,2,2026-09-23T09:59:05.000Z
U25633,EZY,Newcastle,NCL,EGNT,Rhodes,RHO,LGRP,,,07:35,13:50,06:35,10:50,255,1653,26,2,2026-09-22T11:59:57.000Z
U25603,EZY,Newcastle,NCL,EGNT,Alicante,ALC,LEAL,,,07:40,11:40,06:40,09:40,180,1007,457,3,2026-09-24T08:57:41.000Z
U268,EZY,Newcastle,NCL,EGNT,Belfast Intl,BFS,EGAA,,,08:25,09:20,07:25,08:20,55,158,1234567,2,2026-09-24T08:57:44.000Z
U2238,EZY,Newcastle,NCL,EGNT,Bristol,BRS,EGGD,,,08:40,09:45,07:40,08:45,65,223,123456,2,2026-09-24T08:57:44.000Z
U25635,EZY,Newcastle,NCL,EGNT,Sharm El Sheikh,SSH,HESH,,,11:10,18:40,10:10,15:40,330,2251,15,2,2026-09-21T19:00:13.000Z
U24690,EJU,Newcastle,NCL,EGNT,Paris Charles de Gaulle,CDG,LFPG,,,11:45,14:20,10:45,12:20,95,394,15,2,2026-09-21T15:00:23.000Z
U25607,EZY,Newcastle,NCL,EGNT,Antalya,AYT,LTAI,,,12:05,18:30,11:05,15:30,265,1713,37,2,2026-09-23T17:00:52.000Z
U25611,EZY,Newcastle,NCL,EGNT,Paris Charles de Gaulle,CDG,LFPG,,,12:55,15:30,11:55,13:30,95,394,2347,4,2026-09-24T08:57:49.000Z
U25637,EZY,Newcastle,NCL,EGNT,Tenerife South,TFS,GCTS,,,13:45,18:25,12:45,17:25,280,1745,36,2,2026-09-23T19:59:20.000Z
U2240,EZY,Newcastle,NCL,EGNT,Bristol,BRS,EGGD,,,13:50,14:55,12:50,13:55,65,223,457,3,2026-09-20T15:01:07.000Z
U25615,EZY,Newcastle,NCL,EGNT,Dalaman,DLM,LTBS,,,13:55,20:10,12:55,17:10,255,1660,26,2,2026-09-22T20:01:38.000Z
U25601,EZY,Newcastle,NCL,EGNT,Malaga,AGP,LEMG,,,15:05,19:20,14:05,17:20,195,1109,1245,4,2026-09-24T08:57:49.000Z
U25621,EZY,Newcastle,NCL,EGNT,Malta,MLA,LMML,,,15:05,19:40,14:05,17:40,215,1332,136,3,2026-09-23T19:00:11.000Z
U270,EZY,Newcastle,NCL,EGNT,Belfast Intl,BFS,EGAA,,,15:20,16:15,14:20,15:15,55,158,123457,6,2026-09-23T17:00:53.000Z
U25623,EZY,Newcastle,NCL,EGNT,Enfidha - Hammamet,NBE,DTNH,,,15:20,18:45,14:20,17:45,205,1243,47,2,2026-09-24T08:57:46.000Z
U25619,EZY,Newcastle,NCL,EGNT,Lisbon,LIS,LPPT,,,15:45,18:50,14:45,17:50,185,1021,15,2,2026-08-28T20:00:11.000Z
U25629,EZY,Newcastle,NCL,EGNT,Prague,PRG,LKPR,,,17:25,20:25,16:25,18:25,120,651,47,2,2026-09-24T08:57:49.000Z
U27860,EJU,Newcastle,NCL,EGNT,Amsterdam,AMS,EHAM,,,19:55,22:20,18:55,20:20,85,282,47,2,2026-09-20T22:00:38.000Z
U25518,EJU,Newcastle,NCL,EGNT,Alicante,ALC,LEAL,,,20:25,00:25,19:25,22:25,180,1007,26,2,2026-09-23T00:00:06.000Z
U27256,EJU,Newcastle,NCL,EGNT,Majorca Palma,PMI,LEPA,,,20:50,00:40,19:50,22:40,170,947,12457,4,2026-09-22T15:02:27.000Z
U274,EZY,Newcastle,NCL,EGNT,Belfast Intl,BFS,EGAA,,,22:15,23:10,21:15,22:10,55,158,1234567,6,2026-09-24T08:57:44.000Z
U2242,EZY,Newcastle,NCL,EGNT,Bristol,BRS,EGGD,,,22:15,23:20,21:15,22:20,65,223,12567,5,2026-09-23T00:00:07.000Z
U2898,EZY,Newquay,NQY,EGHQ,London Gatwick,LGW,EGKK,,,09:00,10:00,08:00,09:00,60,187,26,2,2026-08-29T12:00:53.000Z
U2712,EZY,Newquay,NQY,EGHQ,Manchester,MAN,EGCC,,,14:35,15:45,13:35,14:45,70,202,1457,4,2026-09-21T15:58:59.000Z
U24767,EJU,Nantes,NTE,LFRS,"Ajaccio, Corsica",AJA,LFKJ,,,07:00,08:45,05:00,06:45,105,544,1234567,6,2026-09-20T15:59:33.000Z
U24735,EJU,Nantes,NTE,LFRS,Crete Chania,CHQ,LGSA,,,07:00,11:35,05:00,08:35,215,1345,7,1,2026-08-30T09:59:27.000Z
U24749,EJU,Nantes,NTE,LFRS,Sicily Catania,CTA,LICC,,,07:00,09:40,05:00,07:40,160,938,246,3,2026-09-19T09:01:29.000Z
U24707,EJU,Nantes,NTE,LFRS,Toulouse,TLS,LFBO,,,07:00,08:10,05:00,06:10,70,246,1345,2,2026-09-24T07:59:42.000Z
U24787,EJU,Nantes,NTE,LFRS,Rabat Sale Airport,RBA,GMME,,,07:00,07:30,05:00,07:30,150,820,2356,4,2026-09-23T09:59:05.000Z
U24711,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,07:00,08:15,05:00,06:15,75,290,157,3,2026-09-21T08:01:01.000Z
U24783,EJU,Nantes,NTE,LFRS,Dubrovnik,DBV,LDDU,,,07:15,09:50,05:15,07:50,155,887,35,2,2026-08-28T09:00:12.000Z
U24789,EJU,Nantes,NTE,LFRS,Gran Canaria,LPA,GCLP,,,07:15,10:05,05:15,09:05,230,1323,27,2,2026-09-20T10:58:55.000Z
U24705,EJU,Nantes,NTE,LFRS,Nice,NCE,LFMN,,,07:15,08:45,05:15,06:45,90,427,1257,4,2026-09-22T07:59:25.000Z
U24775,EJU,Nantes,NTE,LFRS,Lanzarote,ACE,GCRR,,,07:20,09:35,05:20,08:35,195,1228,12467,5,2026-09-24T08:57:48.000Z
U24715,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,07:20,08:35,05:20,06:35,75,290,13,2,2026-09-23T08:01:07.000Z
U24773,EJU,Nantes,NTE,LFRS,Majorca Palma,PMI,LEPA,,,07:20,09:00,05:20,07:00,100,494,1,1,2026-09-21T08:59:49.000Z
U24779,EJU,Nantes,NTE,LFRS,Marrakech,RAK,GMMX,,,07:20,08:15,05:20,08:15,175,979,234567,3,2026-09-24T08:57:49.000Z
U24733,EJU,Nantes,NTE,LFRS,Rhodes,RHO,LGRP,,,07:20,12:15,05:20,09:15,235,1466,36,2,2026-08-29T11:01:29.000Z
U24761,EJU,Nantes,NTE,LFRS,Faro,FAO,LPFR,,,07:30,08:40,05:30,07:40,130,671,5,1,2026-09-18T08:58:58.000Z
U24781,EJU,Nantes,NTE,LFRS,Corfu,CFU,LGKR,,,07:50,11:45,05:50,08:45,175,1038,47,2,2026-09-24T08:57:45.000Z
U21362,EZS,Nantes,NTE,LFRS,Geneva,GVA,LSGG,,,08:15,09:35,06:15,07:35,80,322,137,3,2026-09-23T09:00:35.000Z
U21048,EZS,Nantes,NTE,LFRS,Basel,BSL,LFSB,,,08:20,09:50,06:20,07:50,90,372,3,1,2026-08-26T07:59:36.000Z
U24328,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,09:00,10:15,07:00,08:15,75,290,47,1,2026-09-24T08:57:49.000Z
U26810,EJU,Nantes,NTE,LFRS,Porto,OPO,LPPR,,,09:25,10:10,07:25,09:10,105,467,1356,4,2026-09-21T11:01:06.000Z
U27544,EJU,Nantes,NTE,LFRS,Faro,FAO,LPFR,,,09:55,11:05,07:55,10:05,130,671,127,3,2026-09-21T12:00:50.000Z
U24298,EJU,Nantes,NTE,LFRS,Naples,NAP,LIRN,,,10:15,12:45,08:15,10:45,150,781,125,2,2026-09-21T11:01:10.000Z
U24763,EJU,Nantes,NTE,LFRS,Lisbon,LIS,LPPT,,,10:30,11:35,08:30,10:35,125,601,45,2,2026-09-24T08:57:49.000Z
U24777,EJU,Nantes,NTE,LFRS,Basel,BSL,LFSB,,,10:35,12:05,08:35,10:05,90,372,15,2,2026-09-21T09:59:47.000Z
U24759,EJU,Nantes,NTE,LFRS,Porto,OPO,LPPR,,,10:35,11:10,08:35,10:10,95,467,125,3,2026-09-22T11:59:52.000Z
U24769,EJU,Nantes,NTE,LFRS,Ibiza,IBZ,LEIB,,,10:50,12:35,08:50,10:35,105,514,37,2,2026-09-23T12:01:48.000Z
U24701,EJU,Nantes,NTE,LFRS,Nice,NCE,LFMN,,,11:30,13:00,09:30,11:00,90,427,12345,4,2026-09-23T17:59:05.000Z
U26022,EJU,Nantes,NTE,LFRS,Marrakech,RAK,GMMX,,,11:45,12:40,09:45,12:40,175,979,26,2,2026-09-22T13:58:28.000Z
U28446,EZY,Nantes,NTE,LFRS,London Gatwick,LGW,EGKK,,,11:50,12:05,09:50,11:05,75,246,1234567,6,2026-09-24T08:57:48.000Z
U24765,EJU,Nantes,NTE,LFRS,Hurghada,HRG,HEGN,,,11:55,18:00,09:55,15:00,305,2048,6,1,2026-09-19T17:00:12.000Z
U24741,EJU,Nantes,NTE,LFRS,Budapest,BUD,LHBP,,,12:25,14:55,10:25,12:55,150,848,15,2,2026-09-21T13:59:25.000Z
U24737,EJU,Nantes,NTE,LFRS,Prague,PRG,LKPR,,,12:45,14:45,10:45,12:45,120,653,15,2,2026-09-21T13:59:31.000Z
U21378,EZS,Nantes,NTE,LFRS,Geneva,GVA,LSGG,,,13:00,14:20,11:00,12:20,80,322,1234567,7,2026-09-22T14:05:41.000Z
U24751,EJU,Nantes,NTE,LFRS,Milan Malpensa,MXP,LIMC,,,13:40,15:20,11:40,13:20,100,437,34,2,2026-09-24T08:57:49.000Z
U23802,EJU,Nantes,NTE,LFRS,Milan Malpensa,MXP,LIMC,,,13:50,15:30,11:50,13:30,100,437,12457,3,2026-09-22T16:00:07.000Z
U24743,EJU,Nantes,NTE,LFRS,Rome Fiumicino,FCO,LIRF,,,13:55,16:05,11:55,14:05,130,674,135,3,2026-09-23T16:00:49.000Z
U24785,EJU,Nantes,NTE,LFRS,Crete Heraklion,HER,LGIR,,,14:05,18:35,12:05,15:35,210,1392,26,2,2026-09-22T18:02:41.000Z
U24703,EJU,Nantes,NTE,LFRS,Nice,NCE,LFMN,,,14:25,16:00,12:25,14:00,95,427,14,2,2026-09-24T08:57:49.000Z
U24709,EJU,Nantes,NTE,LFRS,Toulouse,TLS,LFBO,,,14:30,15:40,12:30,13:40,70,246,57,1,2026-09-20T14:58:44.000Z
U24771,EJU,Nantes,NTE,LFRS,Tenerife South,TFS,GCTS,,,14:30,17:20,12:30,16:20,230,1345,236,3,2026-09-23T17:59:06.000Z
U24739,EJU,Nantes,NTE,LFRS,Menorca Mahon,MAH,LEMH,,,15:15,17:00,13:15,15:00,105,506,246,3,2026-09-24T08:57:49.000Z
U24731,EJU,Nantes,NTE,LFRS,Madeira Funchal,FNC,LPMA,,,15:30,17:45,13:30,16:45,195,1110,23467,5,2026-09-24T08:57:48.000Z
U25514,EJU,Nantes,NTE,LFRS,Alicante,ALC,LEAL,,,15:40,17:30,13:40,15:30,110,535,14,2,2026-09-24T08:57:41.000Z
U26812,EJU,Nantes,NTE,LFRS,Porto,OPO,LPPR,,,16:00,16:45,14:00,15:45,105,467,3457,4,2026-09-24T08:57:46.000Z
U24795,EJU,Nantes,NTE,LFRS,Marrakech,RAK,GMMX,,,16:05,17:00,14:05,17:00,175,979,13457,4,2026-09-24T08:57:49.000Z
U27306,EJU,Nantes,NTE,LFRS,Majorca Palma,PMI,LEPA,,,16:15,17:55,14:15,15:55,100,494,12457,3,2026-09-22T16:00:07.000Z
U27050,EJU,Nantes,NTE,LFRS,Malaga,AGP,LEMG,,,17:10,19:20,15:10,17:20,130,642,15,1,2026-09-21T19:00:09.000Z
U21640,EJU,Nantes,NTE,LFRS,Nice,NCE,LFMN,,,17:10,18:40,15:10,16:40,90,427,67,2,2026-09-20T18:00:29.000Z
U21422,EZS,Nantes,NTE,LFRS,Geneva,GVA,LSGG,,,17:45,19:05,15:45,17:05,80,322,5,1,2026-08-28T19:54:48.000Z
U27561,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,18:40,19:50,16:40,17:50,70,290,4,1,2026-08-27T20:00:52.000Z
U24747,EJU,Nantes,NTE,LFRS,Sardinia Olbia,OLB,LIEO,,,18:45,20:45,16:45,18:45,120,609,47,2,2026-09-24T08:57:49.000Z
U27564,EJU,Nantes,NTE,LFRS,Geneva,GVA,LSGG,,,19:15,20:35,17:15,18:35,80,322,7,1,2026-08-30T19:59:53.000Z
U24713,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,19:35,20:45,17:35,18:45,70,290,23,2,2026-09-23T19:59:18.000Z
U24729,EJU,Nantes,NTE,LFRS,Toulouse,TLS,LFBO,,,20:00,21:10,18:00,19:10,70,246,12347,5,2026-09-24T08:57:49.000Z
U21380,EZS,Nantes,NTE,LFRS,Geneva,GVA,LSGG,,,21:15,22:35,19:15,20:35,80,322,123457,4,2026-09-23T21:59:38.000Z
U27610,EJU,Nantes,NTE,LFRS,Lisbon,LIS,LPPT,,,21:30,22:35,19:30,21:35,125,601,123567,5,2026-09-23T17:59:04.000Z
U21643,EJU,Nantes,NTE,LFRS,Nice,NCE,LFMN,,,21:40,23:10,19:40,21:10,90,427,2,1,2026-08-25T23:00:42.000Z
U24330,EJU,Nantes,NTE,LFRS,Lyon,LYS,LFLL,,,21:45,22:55,19:45,20:55,70,290,3457,4,2026-09-20T22:00:44.000Z
U27620,EJU,Nantes,NTE,LFRS,Lisbon,LIS,LPPT,,,21:55,23:00,19:55,22:00,125,601,7,1,2026-09-20T23:59:24.000Z
U26854,EJU,Nantes,NTE,LFRS,Porto,OPO,LPPR,,,22:00,22:40,20:00,21:40,100,467,5,1,2026-09-18T22:59:19.000Z
U28448,EZY,Nantes,NTE,LFRS,London Gatwick,LGW,EGKK,,,22:15,22:35,20:15,21:35,80,246,14567,5,2026-09-21T22:59:34.000Z
U23701,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,00:15,01:25,22:15,23:25,70,286,1,1,2026-09-21T01:59:25.000Z
U23702,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,00:25,01:40,22:25,23:40,75,286,5,1,2026-09-18T02:00:41.000Z
U23614,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,00:45,01:55,22:45,23:55,70,286,6,1,2026-08-29T01:00:00.000Z
U23604,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,00:50,02:05,22:50,00:05,75,286,5,1,2026-08-28T02:01:05.000Z
U23602,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,01:05,02:15,23:05,00:15,70,286,2,1,2026-08-25T02:00:56.000Z
U23598,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,07:20,08:35,05:20,06:35,75,286,5,1,2026-08-28T07:59:31.000Z
U21131,EZS,Sardinia Olbia,OLB,LIEO,Zurich,ZRH,LSZH,,,08:15,09:50,06:15,07:50,95,396,123456,6,2026-08-29T08:58:41.000Z
U24140,EJU,Sardinia Olbia,OLB,LIEO,Naples,NAP,LIRN,,,08:45,09:55,06:45,07:55,70,217,3,1,2026-09-23T09:00:42.000Z
U23584,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,09:10,10:30,07:10,08:30,80,286,1234567,6,2026-09-24T08:57:49.000Z
U21104,EZS,Sardinia Olbia,OLB,LIEO,Basel,BSL,LFSB,,,09:20,10:55,07:20,08:55,95,411,4,1,2026-09-24T08:57:49.000Z
U23588,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,09:20,10:35,07:20,08:35,75,286,1367,4,2026-09-23T09:59:05.000Z
U25060,EJU,Sardinia Olbia,OLB,LIEO,Berlin Brandenburg,BER,EDDB,,,09:55,12:05,07:55,10:05,130,707,12357,5,2026-09-22T11:59:50.000Z
U24930,EJU,Sardinia Olbia,OLB,LIEO,Paris Orly,ORY,LFPO,,,10:05,12:00,08:05,10:00,115,560,24567,5,2026-09-19T11:58:50.000Z
U22836,EZY,Sardinia Olbia,OLB,LIEO,Bristol,BRS,EGGD,,,10:30,12:00,08:30,11:00,150,807,1246,4,2026-09-22T13:02:05.000Z
U23312,EZY,Sardinia Olbia,OLB,LIEO,Edinburgh,EDI,EGPH,,,10:40,12:45,08:40,11:45,185,1036,47,2,2026-09-24T08:57:46.000Z
U28344,EZY,Sardinia Olbia,OLB,LIEO,London Gatwick,LGW,EGKK,,,11:40,13:10,09:40,12:10,150,735,12367,5,2026-09-22T13:58:28.000Z
U21688,EJU,Sardinia Olbia,OLB,LIEO,Nice,NCE,LFMN,,,12:00,13:00,10:00,11:00,60,195,1234567,6,2026-09-21T12:00:53.000Z
U24114,EJU,Sardinia Olbia,OLB,LIEO,Naples,NAP,LIRN,,,12:15,13:20,10:15,11:20,65,217,1234567,7,2026-09-24T08:57:49.000Z
U24116,EJU,Sardinia Olbia,OLB,LIEO,Naples,NAP,LIRN,,,12:35,13:40,10:35,11:40,65,217,123457,6,2026-09-23T12:59:26.000Z
U21106,EZS,Sardinia Olbia,OLB,LIEO,Basel,BSL,LFSB,,,12:45,14:20,10:45,12:20,95,411,1234567,7,2026-09-23T12:01:50.000Z
U23586,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,12:50,14:00,10:50,12:00,70,286,234567,4,2026-09-22T13:58:28.000Z
U24410,EJU,Sardinia Olbia,OLB,LIEO,Lyon,LYS,LFLL,,,13:00,14:25,11:00,12:25,85,348,1234567,7,2026-09-21T13:59:30.000Z
U23630,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,13:20,14:30,11:20,12:30,70,286,7,1,2026-08-30T13:59:49.000Z
U21418,EZS,Sardinia Olbia,OLB,LIEO,Geneva,GVA,LSGG,,,13:50,15:15,11:50,13:15,85,353,1234567,7,2026-09-23T14:59:28.000Z
U24932,EJU,Sardinia Olbia,OLB,LIEO,Paris Orly,ORY,LFPO,,,15:10,17:05,13:10,15:05,115,560,13567,4,2026-08-30T17:00:43.000Z
U25056,EJU,Sardinia Olbia,OLB,LIEO,Berlin Brandenburg,BER,EDDB,,,15:40,17:55,13:40,15:55,135,707,1234567,6,2026-09-24T08:57:49.000Z
U21894,EJU,Sardinia Olbia,OLB,LIEO,Bordeaux,BOD,LFBD,,,16:10,17:55,14:10,15:55,105,508,13456,5,2026-09-21T17:00:12.000Z
U21437,EZS,Sardinia Olbia,OLB,LIEO,Zurich,ZRH,LSZH,,,16:50,18:25,14:50,16:25,95,396,7,1,2026-08-30T17:59:33.000Z
U28346,EZY,Sardinia Olbia,OLB,LIEO,London Gatwick,LGW,EGKK,,,17:10,18:35,15:10,17:35,145,735,4567,3,2026-09-20T20:00:40.000Z
U21108,EZS,Sardinia Olbia,OLB,LIEO,Basel,BSL,LFSB,,,17:15,18:50,15:15,16:50,95,411,1234567,7,2026-09-24T08:57:49.000Z
U23590,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,18:40,19:50,16:40,17:50,70,286,1234567,7,2026-09-24T08:57:49.000Z
U23620,EJU,Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC,,,18:50,20:00,16:50,18:00,70,286,15,2,2026-09-21T21:01:04.000Z
U23612,EJU,Sardinia Olbia,OLB,LIEO,Naples,NAP,LIRN,,,18:55,20:00,16:55,18:00,65,217,6,1,2026-08-29T20:59:32.000Z
U22482,EZY,Sardinia Olbia,OLB,LIEO,London Luton,LTN,EGGW,,,19:05,20:30,17:05,19:30,145,774,26,2,2026-09-22T21:58:58.000Z
