flight_number,operator_icao,departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao,aircraft_type,aircraft_icao,dep_local,arr_local,dep_utc,arr_utc,duration_minutes,distance_nm,days_operated,time_variants,updated
U27364,EJU,Belfast City (George Best),BHD,EGAC,Majorca Palma,PMI,LEPA,,,09:40,13:30,08:40,11:30,170,969,14,1,2026-09-24T08:57:46.000Z
U2626,EZY,Belfast City (George Best),BHD,EGAC,London Luton,LTN,EGGW,,,11:45,13:00,10:45,12:00,75,257,247,3,2026-09-24T08:57:46.000Z
U2532,EZY,Belfast City (George Best),BHD,EGAC,Liverpool,LPL,EGGP,,,11:50,12:40,10:50,11:40,50,132,13456,5,2026-09-24T08:57:46.000Z
U2322,EZY,Belfast City (George Best),BHD,EGAC,Edinburgh,EDI,EGPH,,,12:10,13:00,11:10,12:00,50,117,1234567,4,2026-09-24T08:57:46.000Z
U2802,EZY,Belfast City (George Best),BHD,EGAC,London Gatwick,LGW,EGKK,,,14:20,15:50,13:20,14:50,90,293,1234567,3,2026-09-24T08:57:46.000Z
U2473,EZY,Belfast City (George Best),BHD,EGAC,Glasgow,GLA,EGPF,,,15:00,15:45,14:00,14:45,45,90,1234567,6,2026-09-24T08:57:46.000Z
U2646,EZY,Belfast City (George Best),BHD,EGAC,London Luton,LTN,EGGW,,,15:25,16:35,14:25,15:35,70,257,123457,6,2026-09-24T08:57:46.000Z
U2722,EZY,Belfast City (George Best),BHD,EGAC,Manchester,MAN,EGCC,,,16:00,16:55,15:00,15:55,55,148,1234567,7,2026-09-24T08:57:46.000Z
U2534,EZY,Belfast City (George Best),BHD,EGAC,Liverpool,LPL,EGGP,,,16:45,17:35,15:45,16:35,50,132,7,1,2026-09-20T18:00:28.000Z
U2766,EZY,Belfast City (George Best),BHD,EGAC,London Gatwick,LGW,EGKK,,,17:10,18:35,16:10,17:35,85,293,47,2,2026-08-30T19:01:44.000Z
U2262,EZY,Belfast City (George Best),BHD,EGAC,Bristol,BRS,EGGD,,,17:25,18:35,16:25,17:35,70,225,57,2,2026-09-20T19:02:13.000Z
U2804,EZY,Belfast City (George Best),BHD,EGAC,London Gatwick,LGW,EGKK,,,18:50,20:15,17:50,19:15,85,293,1234567,7,2026-09-23T20:59:01.000Z
U26603,EZY,Birmingham,BHX,EGBB,Alicante,ALC,LEAL,,,06:05,09:50,05:05,07:50,165,852,2346,3,2026-09-24T08:57:41.000Z
U26677,EZY,Birmingham,BHX,EGBB,Malta,MLA,LMML,,,06:10,10:25,05:10,08:25,195,1212,26,2,2026-09-22T10:01:20.000Z
U26669,EZY,Birmingham,BHX,EGBB,Prague,PRG,LKPR,,,06:30,09:30,05:30,07:30,120,616,36,2,2026-09-23T09:00:43.000Z
U2927,EZY,Birmingham,BHX,EGBB,Jersey,JER,EGJJ,,,06:40,07:45,05:40,06:45,65,196,26,2,2026-09-22T07:59:23.000Z
U26649,EZY,Birmingham,BHX,EGBB,Geneva,GVA,LSGG,,,06:45,09:25,05:45,07:25,100,483,37,2,2026-09-23T09:00:35.000Z
U26681,EZY,Birmingham,BHX,EGBB,Rome Fiumicino,FCO,LIRF,,,06:55,10:30,05:55,08:30,155,855,1457,3,2026-09-24T08:57:48.000Z
U26637,EZY,Birmingham,BHX,EGBB,Dalaman,DLM,LTBS,,,07:00,13:15,06:00,10:15,255,1593,246,3,2026-09-24T08:57:45.000Z
U26671,EZY,Birmingham,BHX,EGBB,Gibraltar,GIB,LXGB,,,07:00,11:00,06:00,09:00,180,991,47,1,2026-09-24T08:57:46.000Z
U26605,EZY,Birmingham,BHX,EGBB,Paris Charles de Gaulle,CDG,LFPG,,,07:00,09:25,06:00,07:25,85,264,1234567,6,2026-09-24T08:57:43.000Z
U26627,EZY,Birmingham,BHX,EGBB,Malaga,AGP,LEMG,,,07:40,11:40,06:40,09:40,180,954,1247,4,2026-09-24T08:57:49.000Z
U26629,EZY,Birmingham,BHX,EGBB,Majorca Palma,PMI,LEPA,,,07:40,11:10,06:40,09:10,150,797,26,2,2026-09-22T11:00:16.000Z
U2909,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,07:55,09:00,06:55,08:00,65,207,47,2,2026-09-20T10:01:00.000Z
U26615,EZY,Birmingham,BHX,EGBB,Crete Heraklion,HER,LGIR,,,07:55,14:00,06:55,11:00,245,1537,36,2,2026-09-23T12:59:25.000Z
U27842,EJU,Birmingham,BHX,EGBB,Amsterdam,AMS,EHAM,,,08:10,10:25,07:10,08:25,75,239,15,2,2026-09-21T11:01:00.000Z
U24692,EJU,Birmingham,BHX,EGBB,Paris Charles de Gaulle,CDG,LFPG,,,08:15,10:40,07:15,08:40,85,264,34,2,2026-09-24T08:57:43.000Z
U26613,EZY,Birmingham,BHX,EGBB,Corfu,CFU,LGKR,,,08:15,13:35,07:15,10:35,200,1180,37,2,2026-09-23T12:01:44.000Z
U226,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,08:35,09:40,07:35,08:40,65,207,123456,3,2026-09-24T08:57:43.000Z
U2428,EZY,Birmingham,BHX,EGBB,Glasgow,GLA,EGPF,,,08:40,09:45,07:40,08:45,65,226,1234567,5,2026-09-24T08:57:43.000Z
U2332,EZY,Birmingham,BHX,EGBB,Edinburgh,EDI,EGPH,,,08:45,09:55,07:45,08:55,70,218,1234567,6,2026-09-24T08:57:43.000Z
U27030,EJU,Birmingham,BHX,EGBB,Malaga,AGP,LEMG,,,09:05,13:05,08:05,11:05,180,954,3,1,2026-09-23T12:59:26.000Z
U27254,EJU,Birmingham,BHX,EGBB,Majorca Palma,PMI,LEPA,,,09:25,12:50,08:25,10:50,145,797,1356,4,2026-09-21T15:00:23.000Z
U27702,EJU,Birmingham,BHX,EGBB,Lisbon,LIS,LPPT,,,10:50,13:40,09:50,12:40,170,876,246,3,2026-09-24T08:57:43.000Z
U2929,EZY,Birmingham,BHX,EGBB,Inverness,INV,EGPE,,,10:50,12:20,09:50,11:20,90,316,15,2,2026-09-21T13:59:28.000Z
U21572,EZS,Birmingham,BHX,EGBB,Geneva,GVA,LSGG,,,11:45,14:25,10:45,12:25,100,483,15,1,2026-09-21T14:02:02.000Z
U228,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,12:05,13:10,11:05,12:10,65,207,1234,3,2026-09-24T08:57:43.000Z
U26689,EZY,Birmingham,BHX,EGBB,Hurghada,HRG,HEGN,,,12:05,19:30,11:05,16:30,325,2195,37,2,2026-09-23T17:59:02.000Z
U26609,EZY,Birmingham,BHX,EGBB,Cyprus Larnaca,LCA,LCLK,,,12:10,19:00,11:10,16:00,290,1835,37,2,2026-09-23T17:59:03.000Z
U2901,EZY,Birmingham,BHX,EGBB,Derry - Londonderry,LDY,EGAE,,,12:50,14:15,11:50,13:15,85,247,15,2,2026-09-21T15:00:18.000Z
U26607,EZY,Birmingham,BHX,EGBB,Tenerife South,TFS,GCTS,,,13:10,17:45,12:10,16:45,275,1608,1345,3,2026-09-23T19:00:12.000Z
U26631,EZY,Birmingham,BHX,EGBB,Sharm El Sheikh,SSH,HESH,,,13:10,20:45,12:10,17:45,335,2176,246,3,2026-09-24T08:57:43.000Z
U26625,EZY,Birmingham,BHX,EGBB,Kos,KGS,LGKO,,,13:25,19:25,12:25,16:25,240,1533,5,1,2026-09-18T18:01:02.000Z
U26645,EZY,Birmingham,BHX,EGBB,Lanzarote,ACE,GCRR,,,13:45,17:55,12:45,16:55,250,1507,26,2,2026-09-22T18:02:42.000Z
U26635,EZY,Birmingham,BHX,EGBB,Rhodes,RHO,LGRP,,,13:55,20:10,12:55,17:10,255,1583,246,3,2026-09-22T19:01:17.000Z
U26657,EZY,Birmingham,BHX,EGBB,Nice,NCE,LFMN,,,14:05,17:05,13:05,15:05,120,638,15,2,2026-09-21T17:00:18.000Z
U26611,EZY,Birmingham,BHX,EGBB,Fuerteventura,FUE,GCFV,,,14:10,18:35,13:10,17:35,265,1539,14,2,2026-09-24T08:57:43.000Z
U26633,EZY,Birmingham,BHX,EGBB,Antalya,AYT,LTAI,,,14:30,20:55,13:30,17:55,265,1652,135,3,2026-09-23T19:00:05.000Z
U26675,EZY,Birmingham,BHX,EGBB,Gran Canaria,LPA,GCLP,,,15:00,19:25,14:00,18:25,265,1593,15,2,2026-09-21T22:01:20.000Z
U2905,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,15:05,16:10,14:05,15:10,65,207,467,3,2026-09-24T08:57:43.000Z
U2917,EZY,Birmingham,BHX,EGBB,Edinburgh,EDI,EGPH,,,15:10,16:20,14:10,15:20,70,218,14,2,2026-09-24T08:57:43.000Z
U26667,EZY,Birmingham,BHX,EGBB,Marrakech,RAK,GMMX,,,15:30,18:10,14:30,18:10,220,1282,26,2,2026-09-22T20:01:42.000Z
U27844,EJU,Birmingham,BHX,EGBB,Amsterdam,AMS,EHAM,,,15:35,17:50,14:35,15:50,75,239,1234567,5,2026-09-24T08:57:43.000Z
U26647,EZY,Birmingham,BHX,EGBB,Bordeaux,BOD,LFBD,,,15:40,18:20,14:40,16:20,100,460,47,2,2026-09-24T08:57:43.000Z
U26617,EZY,Birmingham,BHX,EGBB,Enfidha - Hammamet,NBE,DTNH,,,16:25,19:35,15:25,18:35,190,1111,247,2,2026-09-24T08:57:46.000Z
U26601,EZY,Birmingham,BHX,EGBB,Faro,FAO,LPFR,,,17:00,19:55,16:00,18:55,175,963,13567,5,2026-09-23T19:59:16.000Z
U26679,EZY,Birmingham,BHX,EGBB,Milan Linate,LIN,LIML,,,17:20,20:15,16:20,18:15,115,604,15,1,2026-09-21T19:59:41.000Z
U26619,EZY,Birmingham,BHX,EGBB,Barcelona,BCN,LEBL,,,18:00,21:15,17:00,19:15,135,688,135,2,2026-09-23T21:02:40.000Z
U26621,EZY,Birmingham,BHX,EGBB,Berlin Brandenburg,BER,EDDB,,,18:00,20:50,17:00,18:50,110,558,1457,3,2026-09-24T08:57:43.000Z
U232,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,18:15,19:20,17:15,18:20,65,207,1235,3,2026-09-23T20:01:50.000Z
U230,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,18:35,19:40,17:35,18:40,65,207,1357,4,2026-09-20T20:00:34.000Z
U26655,EZY,Birmingham,BHX,EGBB,Amsterdam,AMS,EHAM,,,18:40,20:55,17:40,18:55,75,239,467,3,2026-09-24T08:57:42.000Z
U2334,EZY,Birmingham,BHX,EGBB,Edinburgh,EDI,EGPH,,,18:50,19:55,17:50,18:55,65,218,27,2,2026-09-22T20:01:38.000Z
U26623,EZY,Birmingham,BHX,EGBB,Paris Charles de Gaulle,CDG,LFPG,,,19:30,21:55,18:30,19:55,85,264,15,2,2026-09-21T21:01:04.000Z
U2430,EZY,Birmingham,BHX,EGBB,Glasgow,GLA,EGPF,,,20:00,21:05,19:00,20:05,65,226,23,2,2026-09-22T23:00:51.000Z
U27292,EJU,Birmingham,BHX,EGBB,Majorca Palma,PMI,LEPA,,,20:05,23:35,19:05,21:35,150,797,47,2,2026-09-20T22:58:38.000Z
U2921,EZY,Birmingham,BHX,EGBB,Edinburgh,EDI,EGPH,,,20:10,21:15,19:10,20:15,65,218,5,1,2026-09-18T21:59:32.000Z
U2336,EZY,Birmingham,BHX,EGBB,Edinburgh,EDI,EGPH,,,21:15,22:20,20:15,21:20,65,218,123457,5,2026-09-23T21:02:43.000Z
U2432,EZY,Birmingham,BHX,EGBB,Glasgow,GLA,EGPF,,,21:35,22:40,20:35,21:40,65,226,13457,4,2026-09-23T22:59:14.000Z
U25562,EJU,Birmingham,BHX,EGBB,Alicante,ALC,LEAL,,,21:45,01:30,20:45,23:30,165,852,15,2,2026-09-22T01:01:49.000Z
U234,EZY,Birmingham,BHX,EGBB,Belfast Intl,BFS,EGAA,,,21:55,23:00,20:55,22:00,65,207,1357,4,2026-09-24T00:01:27.000Z
U21834,EJU,"Bastia, Corsica",BIA,LFKB,Bordeaux,BOD,LFBD,,,08:05,09:45,06:05,07:45,100,463,6,1,2026-09-19T11:02:18.000Z
U21074,EZS,"Bastia, Corsica",BIA,LFKB,Basel,BSL,LFSB,,,09:50,11:15,07:50,09:15,85,314,36,2,2026-09-23T09:00:34.000Z
U28462,EZY,"Bastia, Corsica",BIA,LFKB,London Gatwick,LGW,EGKK,,,10:15,11:35,08:15,10:35,140,650,246,3,2026-09-22T11:59:56.000Z
U21082,EZS,"Bastia, Corsica",BIA,LFKB,Basel,BSL,LFSB,,,12:25,13:50,10:25,11:50,85,314,6,1,2026-08-29T12:00:47.000Z
U21384,EZS,"Bastia, Corsica",BIA,LFKB,Geneva,GVA,LSGG,,,13:25,14:35,11:25,12:35,70,264,1367,4,2026-09-23T14:01:10.000Z
U24320,EJU,"Bastia, Corsica",BIA,LFKB,Lyon,LYS,LFLL,,,15:40,16:50,13:40,14:50,70,269,13457,5,2026-09-24T08:57:40.000Z
U27568,EJU,"Bastia, Corsica",BIA,LFKB,Basel,BSL,LFSB,,,18:45,20:05,16:45,18:05,80,314,2,1,2026-08-25T18:01:25.000Z
U27462,EJU,"Bastia, Corsica",BIA,LFKB,Lyon,LYS,LFLL,,,18:50,20:00,16:50,18:00,70,269,6,1,2026-09-19T19:59:07.000Z
U24322,EJU,"Bastia, Corsica",BIA,LFKB,Lyon,LYS,LFLL,,,23:05,00:15,21:05,22:15,70,269,7,1,2026-08-31T00:00:06.000Z
U21066,EZS,Bilbao,BIO,LEBB,Basel,BSL,LFSB,,,09:45,11:25,07:45,09:25,100,509,25,2,2026-09-22T09:00:59.000Z
U23722,EJU,Bilbao,BIO,LEBB,Milan Malpensa,MXP,LIMC,,,10:15,12:00,08:15,10:00,105,517,1246,4,2026-09-24T08:57:42.000Z
U22006,EZY,Bilbao,BIO,LEBB,Manchester,MAN,EGCC,,,11:50,12:55,09:50,11:55,125,604,123457,6,2026-09-24T08:57:42.000Z
U21368,EZS,Bilbao,BIO,LEBB,Geneva,GVA,LSGG,,,15:25,17:00,13:25,15:00,95,423,15,2,2026-09-21T17:00:11.000Z
U22738,EZY,Bilbao,BIO,LEBB,Bristol,BRS,EGGD,,,16:50,17:35,14:50,16:35,105,485,247,3,2026-09-24T08:57:42.000Z
U23732,EJU,Bilbao,BIO,LEBB,Milan Malpensa,MXP,LIMC,32N,A20N,18:05,19:50,16:05,17:50,105,517,123457,6,2026-09-24T08:57:42.000Z
U21068,EZS,Biarritz,BIQ,LFBZ,Basel,BSL,LFSB,,,08:10,09:45,06:10,07:45,95,454,36,2,2026-09-23T08:01:00.000Z
U28398,EZY,Biarritz,BIQ,LFBZ,London Gatwick,LGW,EGKK,,,09:30,10:20,07:30,09:20,110,464,1467,3,2026-09-19T11:02:23.000Z
U23830,EJU,Biarritz,BIQ,LFBZ,Milan Malpensa,MXP,LIMC,,,13:25,15:00,11:25,13:00,95,457,15,2,2026-09-21T15:00:23.000Z
U21610,EJU,Biarritz,BIQ,LFBZ,Nice,NCE,LFMN,,,16:20,17:45,14:20,15:45,85,380,135,3,2026-09-21T18:00:34.000Z
U24316,EJU,Biarritz,BIQ,LFBZ,Lyon,LYS,LFLL,,,16:40,17:55,14:40,15:55,75,313,12457,5,2026-09-24T08:57:42.000Z
U24318,EJU,Biarritz,BIQ,LFBZ,Nice,NCE,LFMN,,,17:45,19:05,15:45,17:05,80,380,1,1,2026-08-24T19:00:03.000Z
U28400,EZY,Biarritz,BIQ,LFBZ,London Gatwick,LGW,EGKK,,,21:40,22:35,19:40,21:35,115,464,2356,4,2026-09-22T23:00:53.000Z
U28576,EZY,Bodrum,BJV,LTFE,London Gatwick,LGW,EGKK,,,01:05,03:10,22:05,02:10,245,1447,1,1,2026-09-21T03:59:00.000Z
U23408,EZY,Bodrum,BJV,LTFE,Liverpool,LPL,EGGP,,,13:20,15:50,10:20,14:50,270,1590,37,2,2026-09-23T16:00:49.000Z
U22554,EZY,Bodrum,BJV,LTFE,London Luton,LTN,EGGW,,,14:05,16:20,11:05,15:20,255,1471,256,3,2026-09-22T16:59:25.000Z
U28552,EZY,Bodrum,BJV,LTFE,London Gatwick,LGW,EGKK,,,14:25,16:45,11:25,15:45,260,1447,12345,4,2026-09-24T08:57:43.000Z
U22854,EZY,Bodrum,BJV,LTFE,Bristol,BRS,EGGD,,,20:35,22:55,17:35,21:55,260,1540,247,3,2026-09-22T23:00:48.000Z
U28574,EZY,Bodrum,BJV,LTFE,London Gatwick,LGW,EGKK,,,20:35,22:45,17:35,21:45,250,1447,267,3,2026-09-20T23:59:23.000Z
U28554,EZY,Bodrum,BJV,LTFE,London Gatwick,LGW,EGKK,,,20:55,23:10,17:55,22:10,255,1447,2347,2,2026-09-24T08:57:43.000Z
U22560,EZY,Bodrum,BJV,LTFE,London Luton,LTN,EGGW,,,23:05,01:15,20:05,00:15,250,1471,1,1,2026-09-22T01:59:59.000Z
U22158,EZY,Bodrum,BJV,LTFE,Manchester,MAN,EGCC,,,23:40,02:10,20:40,01:10,270,1572,2,1,2026-09-23T03:58:56.000Z
U22156,EZY,Bodrum,BJV,LTFE,Manchester,MAN,EGCC,,,23:45,02:15,20:45,01:15,270,1572,6,1,2026-09-20T05:00:34.000Z
U21833,EJU,Bordeaux,BOD,LFBD,"Bastia, Corsica",BIA,LFKB,,,06:00,07:35,04:00,05:35,95,463,6,1,2026-09-19T07:00:30.000Z
U21905,EJU,Bordeaux,BOD,LFBD,Marrakech,RAK,GMMX,,,06:00,06:40,04:00,06:40,160,865,124567,2,2026-09-24T07:59:40.000Z
U21885,EJU,Bordeaux,BOD,LFBD,Athens,ATH,LGAV,,,06:05,10:20,04:05,07:20,195,1180,37,2,2026-09-23T09:00:37.000Z
U21851,EJU,Bordeaux,BOD,LFBD,Tenerife South,TFS,GCTS,,,06:10,08:50,04:10,07:50,220,1261,2467,3,2026-09-24T08:57:50.000Z
U21829,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,06:30,07:55,04:30,05:55,85,348,5,1,2026-08-28T07:00:00.000Z
U21815,EJU,Bordeaux,BOD,LFBD,Lyon,LYS,LFLL,,,07:00,08:10,05:00,06:10,70,251,124567,4,2026-09-24T06:58:48.000Z
U28382,EJU,Bordeaux,BOD,LFBD,London Gatwick,LGW,EGKK,,,07:00,07:45,05:00,06:45,105,380,123456,2,2026-09-24T07:59:40.000Z
U21803,EJU,Bordeaux,BOD,LFBD,Marseille Provence,MRS,LFML,,,07:05,08:15,05:05,06:15,70,269,12345,3,2026-09-24T08:57:43.000Z
U21901,EJU,Bordeaux,BOD,LFBD,Dubrovnik,DBV,LDDU,,,07:10,09:35,05:10,07:35,145,833,15,2,2026-08-28T09:00:12.000Z
U21618,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,07:55,09:20,05:55,07:20,85,348,12346,4,2026-09-24T08:57:49.000Z
U21903,EJU,Bordeaux,BOD,LFBD,Rabat Sale Airport,RBA,GMME,,,08:25,08:45,06:25,08:45,140,704,37,2,2026-09-23T09:59:05.000Z
U21390,EZS,Bordeaux,BOD,LFBD,Geneva,GVA,LSGG,,,08:55,10:15,06:55,08:15,80,299,23457,4,2026-09-24T08:57:41.000Z
U24310,EJU,Bordeaux,BOD,LFBD,Lyon,LYS,LFLL,,,09:05,10:15,07:05,08:15,70,251,135,3,2026-09-23T09:59:04.000Z
U21865,EJU,Bordeaux,BOD,LFBD,Lanzarote,ACE,GCRR,,,10:35,12:55,08:35,11:55,200,1134,2,1,2026-09-22T12:58:53.000Z
U22424,EZY,Bordeaux,BOD,LFBD,London Luton,LTN,EGGW,,,10:35,11:15,08:35,10:15,100,423,1234567,7,2026-09-24T08:57:43.000Z
U21825,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,10:35,12:00,08:35,10:00,85,348,12345,3,2026-09-22T11:59:56.000Z
U21909,EJU,Bordeaux,BOD,LFBD,Basel,BSL,LFSB,,,10:40,12:10,08:40,10:10,90,380,3,1,2026-09-23T10:01:42.000Z
U21853,EJU,Bordeaux,BOD,LFBD,Ibiza,IBZ,LEIB,,,10:45,12:20,08:45,10:20,95,370,267,3,2026-08-30T11:59:59.000Z
U26004,EJU,Bordeaux,BOD,LFBD,Marrakech,RAK,GMMX,,,11:30,12:10,09:30,12:10,160,865,3,1,2026-09-23T13:59:05.000Z
U21817,EJU,Bordeaux,BOD,LFBD,Lyon,LYS,LFLL,,,11:35,12:45,09:35,10:45,70,251,2347,2,2026-09-23T12:01:50.000Z
U21805,EJU,Bordeaux,BOD,LFBD,Marseille Provence,MRS,LFML,,,11:35,12:45,09:35,10:45,70,269,1457,4,2026-09-24T08:57:43.000Z
U21070,EZS,Bordeaux,BOD,LFBD,Basel,BSL,LFSB,,,11:55,13:25,09:55,11:25,90,380,15,2,2026-09-21T11:01:03.000Z
U21608,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,12:00,13:25,10:00,11:25,85,348,14,2,2026-09-21T13:00:38.000Z
U24312,EJU,Bordeaux,BOD,LFBD,Lyon,LYS,LFLL,,,12:15,13:25,10:15,11:25,70,251,345,3,2026-09-24T08:57:43.000Z
U21933,EJU,Bordeaux,BOD,LFBD,Essaouira,ESU,GMMI,,,12:35,13:25,10:35,13:25,170,910,236,3,2026-09-22T15:02:23.000Z
U21877,EJU,Bordeaux,BOD,LFBD,Lisbon,LIS,LPPT,,,12:35,13:35,10:35,12:35,120,523,47,2,2026-09-24T08:57:43.000Z
U23962,EJU,Bordeaux,BOD,LFBD,Milan Malpensa,MXP,LIMC,,,13:15,14:45,11:15,12:45,90,402,4567,4,2026-09-19T14:59:40.000Z
U21923,EJU,Bordeaux,BOD,LFBD,Berlin Brandenburg,BER,EDDB,,,13:20,15:35,11:20,13:35,135,721,24,2,2026-09-24T08:57:43.000Z
U21889,EJU,Bordeaux,BOD,LFBD,Corfu,CFU,LGKR,,,13:20,17:05,11:20,14:05,165,966,14,2,2026-08-27T15:59:47.000Z
U23804,EJU,Bordeaux,BOD,LFBD,Milan Malpensa,MXP,LIMC,,,13:40,15:10,11:40,13:10,90,402,123457,6,2026-09-24T08:57:43.000Z
U22770,EZY,Bordeaux,BOD,LFBD,Bristol,BRS,EGGD,,,13:45,14:25,11:45,13:25,100,402,12457,5,2026-09-24T08:57:43.000Z
U21893,EJU,Bordeaux,BOD,LFBD,Sardinia Olbia,OLB,LIEO,,,13:45,15:30,11:45,13:30,105,508,13456,5,2026-09-21T15:00:22.000Z
U21863,EJU,Bordeaux,BOD,LFBD,Hurghada,HRG,HEGN,,,14:05,20:00,12:05,17:00,295,1961,6,1,2026-09-19T18:59:43.000Z
U21897,EJU,Bordeaux,BOD,LFBD,Milan Malpensa,MXP,LIMC,,,14:15,15:45,12:15,13:45,90,402,13,2,2026-09-21T15:00:23.000Z
U21883,EJU,Bordeaux,BOD,LFBD,Crete Heraklion,HER,LGIR,,,14:20,18:50,12:20,15:50,210,1311,136,3,2026-09-23T17:59:02.000Z
U21849,EJU,Bordeaux,BOD,LFBD,Budapest,BUD,LHBP,,,14:40,17:10,12:40,15:10,150,843,47,1,2026-09-24T08:57:43.000Z
U21919,EJU,Bordeaux,BOD,LFBD,Glasgow,GLA,EGPF,,,14:55,16:10,12:55,15:10,135,678,3,1,2026-08-26T17:01:07.000Z
U21879,EJU,Bordeaux,BOD,LFBD,Madeira Funchal,FNC,LPMA,,,15:00,17:10,13:00,16:10,190,1043,2346,4,2026-09-23T17:59:04.000Z
U21859,EJU,Bordeaux,BOD,LFBD,Lanzarote,ACE,GCRR,,,15:10,17:30,13:10,16:30,200,1134,26,1,2026-09-19T17:59:08.000Z
U28454,EZY,Bordeaux,BOD,LFBD,London Gatwick,LGW,EGKK,,,15:10,15:55,13:10,14:55,105,380,7,1,2026-08-30T17:59:31.000Z
U21925,EJU,Bordeaux,BOD,LFBD,Edinburgh,EDI,EGPH,,,15:15,16:35,13:15,15:35,140,675,47,2,2026-08-30T17:00:38.000Z
U21855,EJU,Bordeaux,BOD,LFBD,Majorca Palma,PMI,LEPA,,,15:15,16:40,13:15,14:40,85,352,246,3,2026-09-24T08:57:43.000Z
U21875,EJU,Bordeaux,BOD,LFBD,Porto,OPO,LPPR,,,15:20,16:00,13:20,15:00,100,410,123457,6,2026-09-23T17:00:55.000Z
U22112,EZY,Bordeaux,BOD,LFBD,Manchester,MAN,EGCC,,,15:20,16:10,13:20,15:10,110,515,1357,4,2026-09-23T17:00:58.000Z
U21827,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,15:30,16:55,13:30,14:55,85,348,57,2,2026-09-20T15:59:39.000Z
U27606,EJU,Bordeaux,BOD,LFBD,Lisbon,LIS,LPPT,,,15:40,16:40,13:40,15:40,120,523,1234567,6,2026-09-23T10:58:55.000Z
U28384,EZY,Bordeaux,BOD,LFBD,London Gatwick,LGW,EGKK,,,15:40,16:25,13:40,15:25,105,380,14567,5,2026-09-21T17:00:17.000Z
U21921,EJU,Bordeaux,BOD,LFBD,Brussels Intl,BRU,EBBR,,,15:45,17:20,13:45,15:20,95,420,15,2,2026-09-21T17:00:13.000Z
U21843,EJU,Bordeaux,BOD,LFBD,Marseille Provence,MRS,LFML,,,15:50,17:05,13:50,15:05,75,269,1,1,2026-08-31T16:59:36.000Z
U21907,EJU,Bordeaux,BOD,LFBD,Marrakech,RAK,GMMX,,,15:55,16:35,13:55,16:35,160,865,12345,5,2026-09-24T08:57:43.000Z
U21831,EJU,Bordeaux,BOD,LFBD,Nice,NCE,LFMN,,,15:55,17:20,13:55,15:20,85,348,1,1,2026-09-21T17:00:18.000Z
U27302,EJU,Bordeaux,BOD,LFBD,Majorca Palma,PMI,LEPA,,,16:00,17:25,14:00,15:25,85,352,123567,5,2026-09-21T13:59:31.000Z
U21873,EJU,Bordeaux,BOD,LFBD,Porto,OPO,LPPR,,,16:15,16:45,14:15,15:45,90,410,57,2,2026-09-20T17:00:19.000Z
U26882,EJU,Bordeaux,BOD,LFBD,Porto,OPO,LPPR,,,16:35,17:15,14:35,16:15,100,410,2,1,2026-08-25T17:59:23.000Z
U23032,EZY,Bordeaux,BOD,LFBD,Belfast Intl,BFS,EGAA,,,17:10,18:20,15:10,17:20,130,627,36,2,2026-08-29T19:00:29.000Z
U21072,EZS,Bordeaux,BOD,LFBD,Basel,BSL,LFSB,,,17:10,18:40,15:10,16:40,90,380,23457,3,2026-09-24T08:57:43.000Z
U21929,EJU,Bordeaux,BOD,LFBD,Rome Fiumicino,FCO,LIRF,,,17:55,19:55,15:55,17:55,120,594,1457,4,2026-09-24T08:57:43.000Z
U21867,EJU,Bordeaux,BOD,LFBD,Prague,PRG,LKPR,,,18:30,20:40,16:30,18:40,130,684,15,2,2026-09-21T19:59:41.000Z
U26648,EZY,Bordeaux,BOD,LFBD,Birmingham,BHX,EGBB,,,18:50,19:35,16:50,18:35,105,460,47,2,2026-09-24T08:57:43.000Z
U21841,EJU,Bordeaux,BOD,LFBD,Sardinia Cagliari,CAG,LIEE,,,19:10,21:00,17:10,19:00,110,549,25,2,2026-08-28T21:00:05.000Z
U21819,EJU,Bordeaux,BOD,LFBD,Lyon,LYS,LFLL,,,19:20,20:30,17:20,18:30,70,251,123457,5,2026-09-24T08:57:43.000Z
U21813,EJU,Bordeaux,BOD,LFBD,Sicily Palermo,PMO,LICJ,,,19:20,21:35,17:20,19:35,135,737,6,1,2026-09-19T20:59:32.000Z
U21857,EJU,Bordeaux,BOD,LFBD,Menorca Mahon,MAH,LEMH,,,19:20,20:45,17:20,18:45,85,370,135,3,2026-09-21T19:59:41.000Z
U21823,EJU,Bordeaux,BOD,LFBD,Lille,LIL,LFQQ,,,19:25,20:50,17:25,18:50,85,377,1457,4,2026-09-24T08:57:43.000Z
